***;Taurus EVB;6;5;R 764;Beroun;Karlstejn;0,6;Forward;Forward;200;3300
***;Ragulin;4;3;N 31 54 597 5 004;Beroun;Karlstejn;0,8;Forward;Forward;5200;3600
***;Desiero DB642 133-3;1;2;Os 8845;Beroun;Karlstejn,hrad;1;Backward;Forward;900;1500
N 31 54 597 5 004;Karlstejn;Beroun;6:34:00;;;;;;;;
R 764;Beroun;Karlstejn;6:35:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:36:00;;;;;;;;
R 764;Karlstejn;Beroun;6:37:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:38:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:39:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;6:40:00;;;;;;;;
R 764;Beroun;Karlstejn;6:41:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:42:00;;;;;;;;
R 764;Karlstejn;Beroun;6:43:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:44:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:45:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;6:46:00;;;;;;;;
R 764;Beroun;Karlstejn;6:47:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:48:00;;;;;;;;
R 764;Karlstejn;Beroun;6:49:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:50:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:51:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;6:52:00;;;;;;;;
R 764;Beroun;Karlstejn;6:53:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;6:54:00;;;;;;;;
R 764;Karlstejn;Beroun;6:55:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;6:56:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;6:57:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;6:58:00;;;;;;;;
R 764;Beroun;Karlstejn;6:59:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:00:00;;;;;;;;
R 764;Karlstejn;Beroun;7:01:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:02:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:03:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:04:00;;;;;;;;
R 764;Beroun;Karlstejn;7:05:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:06:00;;;;;;;;
R 764;Karlstejn;Beroun;7:07:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:08:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:09:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:10:00;;;;;;;;
R 764;Beroun;Karlstejn;7:11:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:12:00;;;;;;;;
R 764;Karlstejn;Beroun;7:13:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:14:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:15:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:16:00;;;;;;;;
R 764;Beroun;Karlstejn;7:17:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:18:00;;;;;;;;
R 764;Karlstejn;Beroun;7:19:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:20:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:21:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:22:00;;;;;;;;
R 764;Beroun;Karlstejn;7:23:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:24:00;;;;;;;;
R 764;Karlstejn;Beroun;7:25:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:26:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:27:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:28:00;;;;;;;;
R 764;Beroun;Karlstejn;7:29:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:30:00;;;;;;;;
R 764;Karlstejn;Beroun;7:31:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:32:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:33:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:34:00;;;;;;;;
R 764;Beroun;Karlstejn;7:35:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:36:00;;;;;;;;
R 764;Karlstejn;Beroun;7:37:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:38:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:39:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:40:00;;;;;;;;
R 764;Beroun;Karlstejn;7:41:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:42:00;;;;;;;;
R 764;Karlstejn;Beroun;7:43:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:44:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:45:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:46:00;;;;;;;;
R 764;Beroun;Karlstejn;7:47:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:48:00;;;;;;;;
R 764;Karlstejn;Beroun;7:49:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:50:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:51:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:52:00;;;;;;;;
R 764;Beroun;Karlstejn;7:53:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;7:54:00;;;;;;;;
R 764;Karlstejn;Beroun;7:55:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;7:56:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;7:57:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;7:58:00;;;;;;;;
R 764;Beroun;Karlstejn;7:59:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:00:00;;;;;;;;
R 764;Karlstejn;Beroun;8:01:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:02:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:03:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:04:00;;;;;;;;
R 764;Beroun;Karlstejn;8:05:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:06:00;;;;;;;;
R 764;Karlstejn;Beroun;8:07:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:08:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:09:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:10:00;;;;;;;;
R 764;Beroun;Karlstejn;8:11:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:12:00;;;;;;;;
R 764;Karlstejn;Beroun;8:13:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:14:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:15:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:16:00;;;;;;;;
R 764;Beroun;Karlstejn;8:17:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:18:00;;;;;;;;
R 764;Karlstejn;Beroun;8:19:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:20:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:21:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:22:00;;;;;;;;
R 764;Beroun;Karlstejn;8:23:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:24:00;;;;;;;;
R 764;Karlstejn;Beroun;8:25:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:26:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:27:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:28:00;;;;;;;;
R 764;Beroun;Karlstejn;8:29:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:30:00;;;;;;;;
R 764;Karlstejn;Beroun;8:31:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:32:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:33:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:34:00;;;;;;;;
R 764;Beroun;Karlstejn;8:35:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:36:00;;;;;;;;
R 764;Karlstejn;Beroun;8:37:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:38:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:39:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:40:00;;;;;;;;
R 764;Beroun;Karlstejn;8:41:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:42:00;;;;;;;;
R 764;Karlstejn;Beroun;8:43:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:44:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:45:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:46:00;;;;;;;;
R 764;Beroun;Karlstejn;8:47:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:48:00;;;;;;;;
R 764;Karlstejn;Beroun;8:49:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:50:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:51:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:52:00;;;;;;;;
R 764;Beroun;Karlstejn;8:53:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;8:54:00;;;;;;;;
R 764;Karlstejn;Beroun;8:55:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;8:56:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;8:57:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;8:58:00;;;;;;;;
R 764;Beroun;Karlstejn;8:59:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:00:00;;;;;;;;
R 764;Karlstejn;Beroun;9:01:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:02:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:03:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:04:00;;;;;;;;
R 764;Beroun;Karlstejn;9:05:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:06:00;;;;;;;;
R 764;Karlstejn;Beroun;9:07:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:08:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:09:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:10:00;;;;;;;;
R 764;Beroun;Karlstejn;9:11:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:12:00;;;;;;;;
R 764;Karlstejn;Beroun;9:13:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:14:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:15:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:16:00;;;;;;;;
R 764;Beroun;Karlstejn;9:17:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:18:00;;;;;;;;
R 764;Karlstejn;Beroun;9:19:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:20:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:21:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:22:00;;;;;;;;
R 764;Beroun;Karlstejn;9:23:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:24:00;;;;;;;;
R 764;Karlstejn;Beroun;9:25:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:26:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:27:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:28:00;;;;;;;;
R 764;Beroun;Karlstejn;9:29:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:30:00;;;;;;;;
R 764;Karlstejn;Beroun;9:31:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:32:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:33:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:34:00;;;;;;;;
R 764;Beroun;Karlstejn;9:35:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:36:00;;;;;;;;
R 764;Karlstejn;Beroun;9:37:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:38:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:39:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:40:00;;;;;;;;
R 764;Beroun;Karlstejn;9:41:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:42:00;;;;;;;;
R 764;Karlstejn;Beroun;9:43:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:44:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:45:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:46:00;;;;;;;;
R 764;Beroun;Karlstejn;9:47:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:48:00;;;;;;;;
R 764;Karlstejn;Beroun;9:49:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:50:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:51:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:52:00;;;;;;;;
R 764;Beroun;Karlstejn;9:53:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;9:54:00;;;;;;;;
R 764;Karlstejn;Beroun;9:55:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;9:56:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;9:57:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;9:58:00;;;;;;;;
R 764;Beroun;Karlstejn;9:59:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:00:00;;;;;;;;
R 764;Karlstejn;Beroun;10:01:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:02:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:03:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:04:00;;;;;;;;
R 764;Beroun;Karlstejn;10:05:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:06:00;;;;;;;;
R 764;Karlstejn;Beroun;10:07:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:08:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:09:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:10:00;;;;;;;;
R 764;Beroun;Karlstejn;10:11:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:12:00;;;;;;;;
R 764;Karlstejn;Beroun;10:13:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:14:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:15:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:16:00;;;;;;;;
R 764;Beroun;Karlstejn;10:17:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:18:00;;;;;;;;
R 764;Karlstejn;Beroun;10:19:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:20:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:21:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:22:00;;;;;;;;
R 764;Beroun;Karlstejn;10:23:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:24:00;;;;;;;;
R 764;Karlstejn;Beroun;10:25:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:26:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:27:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:28:00;;;;;;;;
R 764;Beroun;Karlstejn;10:29:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:30:00;;;;;;;;
R 764;Karlstejn;Beroun;10:31:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:32:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:33:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:34:00;;;;;;;;
R 764;Beroun;Karlstejn;10:35:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:36:00;;;;;;;;
R 764;Karlstejn;Beroun;10:37:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:38:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:39:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:40:00;;;;;;;;
R 764;Beroun;Karlstejn;10:41:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:42:00;;;;;;;;
R 764;Karlstejn;Beroun;10:43:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:44:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:45:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:46:00;;;;;;;;
R 764;Beroun;Karlstejn;10:47:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:48:00;;;;;;;;
R 764;Karlstejn;Beroun;10:49:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:50:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:51:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:52:00;;;;;;;;
R 764;Beroun;Karlstejn;10:53:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;10:54:00;;;;;;;;
R 764;Karlstejn;Beroun;10:55:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;10:56:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;10:57:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;10:58:00;;;;;;;;
R 764;Beroun;Karlstejn;10:59:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:00:00;;;;;;;;
R 764;Karlstejn;Beroun;11:01:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:02:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:03:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:04:00;;;;;;;;
R 764;Beroun;Karlstejn;11:05:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:06:00;;;;;;;;
R 764;Karlstejn;Beroun;11:07:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:08:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:09:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:10:00;;;;;;;;
R 764;Beroun;Karlstejn;11:11:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:12:00;;;;;;;;
R 764;Karlstejn;Beroun;11:13:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:14:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:15:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:16:00;;;;;;;;
R 764;Beroun;Karlstejn;11:17:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:18:00;;;;;;;;
R 764;Karlstejn;Beroun;11:19:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:20:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:21:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:22:00;;;;;;;;
R 764;Beroun;Karlstejn;11:23:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:24:00;;;;;;;;
R 764;Karlstejn;Beroun;11:25:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:26:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:27:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:28:00;;;;;;;;
R 764;Beroun;Karlstejn;11:29:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:30:00;;;;;;;;
R 764;Karlstejn;Beroun;11:31:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:32:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:33:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:34:00;;;;;;;;
R 764;Beroun;Karlstejn;11:35:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:36:00;;;;;;;;
R 764;Karlstejn;Beroun;11:37:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:38:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:39:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:40:00;;;;;;;;
R 764;Beroun;Karlstejn;11:41:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:42:00;;;;;;;;
R 764;Karlstejn;Beroun;11:43:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:44:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:45:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:46:00;;;;;;;;
R 764;Beroun;Karlstejn;11:47:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:48:00;;;;;;;;
R 764;Karlstejn;Beroun;11:49:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:50:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:51:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:52:00;;;;;;;;
R 764;Beroun;Karlstejn;11:53:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;11:54:00;;;;;;;;
R 764;Karlstejn;Beroun;11:55:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;11:56:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;11:57:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;11:58:00;;;;;;;;
R 764;Beroun;Karlstejn;11:59:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:00:00;;;;;;;;
R 764;Karlstejn;Beroun;12:01:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:02:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:03:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:04:00;;;;;;;;
R 764;Beroun;Karlstejn;12:05:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:06:00;;;;;;;;
R 764;Karlstejn;Beroun;12:07:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:08:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:09:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:10:00;;;;;;;;
R 764;Beroun;Karlstejn;12:11:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:12:00;;;;;;;;
R 764;Karlstejn;Beroun;12:13:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:14:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:15:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:16:00;;;;;;;;
R 764;Beroun;Karlstejn;12:17:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:18:00;;;;;;;;
R 764;Karlstejn;Beroun;12:19:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:20:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:21:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:22:00;;;;;;;;
R 764;Beroun;Karlstejn;12:23:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:24:00;;;;;;;;
R 764;Karlstejn;Beroun;12:25:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:26:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:27:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:28:00;;;;;;;;
R 764;Beroun;Karlstejn;12:29:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:30:00;;;;;;;;
R 764;Karlstejn;Beroun;12:31:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:32:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:33:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:34:00;;;;;;;;
R 764;Beroun;Karlstejn;12:35:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:36:00;;;;;;;;
R 764;Karlstejn;Beroun;12:37:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:38:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:39:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:40:00;;;;;;;;
R 764;Beroun;Karlstejn;12:41:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:42:00;;;;;;;;
R 764;Karlstejn;Beroun;12:43:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:44:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:45:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:46:00;;;;;;;;
R 764;Beroun;Karlstejn;12:47:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:48:00;;;;;;;;
R 764;Karlstejn;Beroun;12:49:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:50:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:51:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:52:00;;;;;;;;
R 764;Beroun;Karlstejn;12:53:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;12:54:00;;;;;;;;
R 764;Karlstejn;Beroun;12:55:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;12:56:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;12:57:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;12:58:00;;;;;;;;
R 764;Beroun;Karlstejn;12:59:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;13:00:00;;;;;;;;
R 764;Karlstejn;Beroun;13:01:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;13:02:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;13:03:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;13:04:00;;;;;;;;
R 764;Beroun;Karlstejn;13:05:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;13:06:00;;;;;;;;
R 764;Karlstejn;Beroun;13:07:00;;;;;;;;
N 31 54 597 5 004;Beroun;Karlstejn;13:08:00;;;;;;;;
Os 8845;Karlstejn,hrad;Beroun;13:09:00;;;;;;;;
N 31 54 597 5 004;Karlstejn;Beroun;13:10:00;;;;;;;;
R 764;Beroun;Karlstejn;13:11:00;;;;;;;;
Os 8845;Beroun;Karlstejn,hrad;13:12:00;;;;;;;;
